Contract,Question,Answer,Source Page No,Evaluation Azure,Result Azure,Evaluation Chroma,Result Chroma,Question Category
contract sample-3.pdf,In which section is the maintenance of the Aircraft discussed?,SECTION 9,8,Yes," The maintenance of the aircraft is discussed in Section 9 and Section 11 of the agreement. In Section 9 (Maintenance of Aircraft), the Lessee's obligations to ensure the Aircraft is maintained in an airworthy condition, follow the manufacturer's maintenance schedule, and carry out repairs by certified and approved maintenance organizations are outlined. In Section 11 (Insurance), there is a requirement for the Lessee to maintain comprehensive aviation insurance coverage, which may include coverage for damages resulting from maintenance or repair.",Yes," The maintenance of the aircraft is discussed in several sections of the lease agreement. Sections related to maintenance include the ""Airframe and Engine Hours/Cycles Provision,"" ""Maintenance Compliance Provision,"" ""Fuel and Fluids Provision,"" ""Engine and Component Condition Provision,"" and ""Equipment and Configuration Provision."" These sections outline the requirements for the aircraft's airframe, engines, landing gear, fuel and fluids, and equipment and configuration at the time of return. Additionally, the Lessee is responsible for repairing any damage to the interior and for providing complete maintenance records. The Lessor also has the right to conduct a post-return test flight and inspection.",Specific/Factual
contract sample-3.pdf,What taxes is the Lessee responsible for during the lease term?,"Tax Categories: The following table outlines the taxes the Lessee is responsible for during the
lease term:
Tax Type Rate Payment
Frequency
Jurisdiction Estimated Annual
Amount (USD)
Sales Tax 7% on lease
payments
Monthly (on
rent)
State of Texas, USA $210,000
Property Tax 1.8% of aircraft
value
Annually Harris County,
Texas, USA
$900,000
International
Fees
Varies by
airport/country
Per Use Various
(International Ops)
$200,000",9,Yes," The Lessee is responsible for paying various taxes, duties, fees, and other charges during the lease term. These include sales tax at 7% on lease payments in Texas, USA; property tax at 1.8% of aircraft value in Harris County, Texas, USA; and international fees that vary by airport and country for international operations. The Lessee is also responsible for customs duties or import/export fees when the Aircraft is operated across international borders. The Lessee must indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations.",Yes," The Lessee is responsible for paying various taxes, duties, fees, and other charges during the lease term. These include sales tax, property tax, and international fees. Sales tax is 7% on lease payments and is paid monthly in Texas, USA. Property tax is 1.8% of the aircraft value and is paid annually in Harris County, Texas, USA. International fees vary by airport and country and are paid per use. The Lessee is also responsible for customs duties or import/export fees when the Aircraft is operated across international borders. The Lessee must indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations.",Descriptive
contract sample-3.pdf,What is the sales tax rate on lease payments?,7% on lease payments,9,Yes," The sales tax rate on lease payments is 7% in the State of Texas, USA.",Yes," The sales tax rate on lease payments is 7% in the State of Texas, USA. The Lessee is responsible for paying this tax monthly.",Numerical
contract sample-3.pdf,How often is the sales tax payment made?,Monthly (on rent),9,Yes," The sales tax payment is made monthly, on the lease rent, in the State of Texas, USA.",Yes," The sales tax payment is made monthly, on the lease rent, in the State of Texas, USA.",Numerical
contract sample-3.pdf,In which jurisdiction is the sales tax applicable?,"State of Texas, USA",9,Yes," The sales tax of 7% on lease payments is applicable in the jurisdiction of the State of Texas, USA.",Yes," The jurisdiction for the sales tax, as per the given information, is the State of Texas, USA.",Specific/Factual
contract sample-3.pdf,What is the estimated annual amount for sales tax?,210000,9,Yes," The estimated annual amount for sales tax is $210,000.",Yes," The estimated annual amount for sales tax is $210,000.",Numerical
contract sample-3.pdf,What is the property tax rate based on the aircraft's value?,1.8% of aircraft value,9,Yes," The property tax rate is 1.8% of the aircraft's value, payable annually in Harris County, Texas, USA. The estimated annual amount is $900,000.",Yes," The property tax rate is 1.8% of the aircraft's value, payable annually in Harris County, Texas, USA. The estimated annual amount is $900,000.",Numerical
contract sample-3.pdf,How often is the property tax payment made?,Annually,9,Yes, The property tax is paid annually.,Yes, The property tax is paid annually.,Numerical
contract sample-3.pdf,In which jurisdiction is the property tax applicable?,"Harris County, Texas, USA",9,Yes," The property tax applicable jurisdiction, according to the provided information, is Harris County, Texas, USA.",Yes," The property tax is applicable in Harris County, Texas, USA.",Specific/Factual
contract sample-3.pdf,What is the estimated annual amount for property tax?,900000,9,Yes," The estimated annual amount for property tax is $900,000, according to the information provided for Harris County, Texas, USA.",Yes," The estimated annual amount for property tax is $900,000, according to the information provided in the table for Harris County, Texas, USA.",Numerical
contract sample-3.pdf,"How do international fees vary, and when are they paid?","Varies by airport/country, frequency: per use",9,Yes," International fees vary depending on the airport or country where the aircraft operates. They are typically paid per use. For example, fees may include landing fees, overflight fees, or other charges related to international operations. The exact amount of these fees can depend on a number of factors, including the size and type of the aircraft, the specific airport or country, and the terms of any applicable agreements or regulations.

It's important to note that international fees are not covered under the sales and property taxes outlined in the table provided. These taxes are specific to the lease of an aircraft in Texas, USA, and are paid monthly for sales tax and annually for property tax.

Regarding the tax indemnity section of the agreement, the lessee is responsible for indemnifying the lessor for any tax liabilities not covered under the terms of the agreement. This includes taxes on the sale or transfer of the aircraft, international customs duties, and penalties for late tax payments. The responsible party and remedy for each scenario are outlined in the table provided.

I hope this information is helpful. If you have any further questions, please don't hesitate to ask.",Yes," International fees vary depending on the airport or country where the aircraft operates. They are typically paid per use.

Regarding the tax indemnity, the lessee is responsible for indemnifying the lessor for taxes not covered under the agreement, such as taxes on the sale or transfer of the aircraft and international customs duties. The lessee is also responsible for penalties and interest for late tax payments.",Descriptive
contract sample-3.pdf,What is the estimated annual amount for international fees?,200000,9,No," The estimated annual amount for international fees, specifically for insurance, maintenance reserve, fuel costs, and crew costs, are detailed in the provided tables. The insurance cost is $2,500,000 annually. The maintenance reserve costs $50,000 monthly, which amounts to $600,000 annually. Fuel costs are based on flight hours and routes, so an annual estimate cannot be provided from the given information. Crew costs are $100,000 monthly, which amounts to $1,200,000 annually. Airport fees are not included in the tables, so an annual estimate cannot be provided for that category.",No," The estimated annual amount for international fees, specifically for insurance, maintenance reserve, fuel costs, and crew costs, are detailed in the tables provided. The annual amount for insurance is $2,500,000, for maintenance reserve is $600,000, for fuel costs the amount varies based on flight hours and routes, and for crew costs is $1,200,000. Airport fees are not specified in the tables provided, so an estimate for that cannot be given.",Numerical
contract sample-3.pdf,Could you please provide the tax information in a table format?,"Tax Type Rate Payment
Frequency
Jurisdiction Estimated Annual
Amount (USD)
Sales Tax 7% on lease
payments
Monthly (on
rent)
State of Texas, USA $210,000
Property Tax 1.8% of aircraft
value
Annually Harris County,
Texas, USA
$900,000
International
Fees
Varies by
airport/country
Per Use Various
(International Ops)
$200,000",9,Yes," value</td><td>Lessor</td><td>Lessor pays; Lessee indemnifies Lessor</td></tr><tr><td>International customs duties</td><td>Variable</td><td>Lessee</td><td>Lessee pays immediately</td></tr><tr><td>Penalties for late tax payments</td><td>5% per month of unpaid tax</td><td>Lessee</td><td>Lessee pays penalties and interest</td></tr></table>

In this table, the first column lists different scenarios, the second column lists the tax liability, the third column identifies the responsible party, and the fourth column outlines the remedy for each scenario.

The first scenario involves taxes on the sale or transfer of an aircraft, which is the responsibility of the lessor. The lessor pays the tax and requires the lessee to indemnify them.

The second scenario pertains to international customs duties, which is the responsibility of the lessee. The lessee pays the duties immediately.

The third scenario deals with penalties for late tax payments, which is also the responsibility of the lessee. The lessee pays the penalties and interest.",No," I'm an intelligent assistant specialising in aircraft lease agreements. I'm here to help answer any questions you have about tax-related matters in the context of aircraft leasing.

Regarding your query, I see you've provided a table with different tax scenarios and their respective liabilities, responsible parties, and remedies. The table covers the tax on sale or transfer of an aircraft, international customs duties, and penalties for late tax payments. The tax on sale or transfer of an aircraft is the responsibility of the lessor, who pays the tax and requires the lessee to indemnify them. International customs duties are the responsibility of the lessee, who pays them immediately. Penalties for late tax payments are also the responsibility of the lessee, who pays the penalties and interest.

Additionally, you've provided another table with tax types, their rates, payment frequencies, jurisdictions, and estimated annual amounts. This table includes sales tax (7% on lease payments monthly in Texas), property tax (1.8% of aircraft value annually in Harris County, Texas), and international fees (varying by airport/country for international operations).

If you have any specific questions about the information provided or need further clarification, please let me know.

Sorry, I don't know.",Tabular
contract sample-3.pdf,What is the Lessee's responsibility regarding tax liabilities not covered in the agreement?,"The Lessee shall indemnify the Lessor for any tax liabilities not covered under
the terms of this agreement, as outlined below:
Scenario Tax Liability Responsible
Party
Remedy
Tax on sale or transfer of
Aircraft
10% of aircraft value Lessor Lessor pays; Lessee
indemnifies Lessor
International customs
duties
Variable Lessee Lessee pays immediately
Penalties for late tax
payments
5% per month of
unpaid tax
Lessee Lessee pays penalties and
interest",9,Yes," The Lessee is responsible for paying all taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the Aircraft, including international customs duties and penalties for late tax payments. The Lessee also agrees to indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations. The Lessee is also responsible for complying with all applicable environmental laws and regulations related to the operation of the Aircraft and ensuring that all necessary safety equipment is on board and in good working order.",No," The Lessee is responsible for paying all taxes, duties, fees, and other charges imposed by any governmental authority in connection with the possession, use, or operation of the Aircraft, including international customs duties and penalties for late tax payments. The Lessee also agrees to indemnify and hold harmless the Lessor from any tax liabilities or penalties arising from the Lessee's failure to comply with its tax obligations. However, the Lessee is indemnified by the Lessor for tax liabilities not covered under the agreement, specifically the tax on the sale or transfer of the Aircraft, with the Lessee paying penalties and interest if any such taxes are not paid on time.",Descriptive
contract sample-3.pdf,What is the tax liability for the sale or transfer of the Aircraft?,10% of aircraft value,9,Yes," The tax liability for the sale or transfer of an aircraft is 10% of its value, which is the responsibility of the lessor. The lessee is required to indemnify and hold harmless the lessor in this regard. The lessee is also responsible for paying international customs duties immediately and for any penalties and interest for late tax payments.",Yes," In the context provided, the tax liability for the sale or transfer of an aircraft is 10% of the aircraft's value, and the lessor is responsible for paying this tax while the lessee indemnifies the lessor. The lessee is responsible for paying international customs duties and any penalties for late tax payments.",Descriptive
contract sample-3.pdf,Who is responsible for paying the tax on the sale or transfer of the Aircraft?,Lessor,9,Yes," In the context provided, the lessee is responsible for paying international customs duties and penalties for late tax payments. The lessor is responsible for paying the tax on the sale or transfer of the aircraft and is indemnified by the lessee.",Yes," In the context provided, the lessor is responsible for paying the tax on the sale or transfer of the aircraft and the lessee is responsible for paying international customs duties and penalties for late tax payments. The lessor and lessee have agreed to these terms in their lease agreement. The lessor pays the tax on sale or transfer and the lessee indemnifies the lessor, while the lessee pays international customs duties immediately and penalties for late tax payments.",Specific/Factual
contract sample-3.pdf,How are penalties for late tax payments calculated?,5% per month of unpaid tax,9,Yes, Penalties for late tax payments are calculated as 5% per month of the unpaid tax. The Lessee is responsible for paying these penalties and any accompanying interest.,Yes, Penalties for late tax payments are calculated as 5% per month of the unpaid tax. The Lessee is responsible for paying these penalties and any accompanying interest.,Procedural
contract sample-3.pdf,Who is responsible for paying penalties and interest for late tax payments?,Lessee,9,Yes, The lessee is responsible for paying penalties and interest for late tax payments.,Yes, The lessee is responsible for paying penalties and interest for late tax payments.,Specific/Factual
contract sample-3.pdf,Can you provide the details about tax indemnity in a table format?,"Scenario Tax Liability Responsible
Party
Remedy
Tax on sale or transfer of
Aircraft
10% of aircraft value Lessor Lessor pays; Lessee
indemnifies Lessor
International customs
duties
Variable Lessee Lessee pays immediately
Penalties for late tax
payments
5% per month of
unpaid tax
Lessee Lessee pays penalties and
interest",9,Yes," I'm an intelligent assistant specialising in aircraft lease agreements. I'm here to help answer any questions you have about tax indemnities in the context of such agreements. Based on the information provided in the text, I have created the following table to clarify the responsibilities and remedies for different tax scenarios:

<table>
<tr>
<th>Scenario</th>
<th>Tax Liability</th>
<th>Responsible Party</th>
<th>Remedy</th>
</tr>
<tr>
<td>Tax on sale or transfer of Aircraft</td>
<td>10% of aircraft value</td>
<td>Lessor</td>
<td>Lessor pays; Lessee indemnifies Lessor</td>
</tr>
<tr>
<td>International customs duties</td>
<td>Variable</td>
<td>Lessee</td>
<td>Lessee pays immediately</td>
</tr>
<tr>
<td>Penalties for late tax payments</td>
<td>5% per month of unpaid tax</td>
<td>Lessee</td>
<td>Lessee pays penalties and interest</td>
</tr>
</table>

This table summarises the tax liabilities, the responsible party, and the remedy for each scenario. The tax liability for the sale or transfer of an aircraft is 10% of its value, and the Lessor is responsible for paying this tax, with the Lessee indemnifying the Lessor. International customs duties are variable and the responsibility falls on the Lessee, who must pay immediately. Penalties for late tax payments are 5% per month of the unpaid tax, and the Lessee is responsible for paying these penalties and any accompanying interest.

I hope this information is helpful. If you have any further questions or need clarification on any aspect of tax indemnities in aircraft lease agreements, please don't hesitate to ask.",Yes," I'm an intelligent assistant specialising in aircraft lease agreements. I'm here to help answer any questions you have about tax indemnities in the context of such agreements. Based on the information provided in the text, I have created the following table to clarify the responsibilities and remedies for different tax scenarios:

<table>
<tr>
<th>Scenario</th>
<th>Tax Liability</th>
<th>Responsible Party</th>
<th>Remedy</th>
</tr>
<tr>
<td>Tax on sale or transfer of Aircraft</td>
<td>10% of aircraft value</td>
<td>Lessor</td>
<td>Lessor pays; Lessee indemnifies Lessor</td>
</tr>
<tr>
<td>International customs duties</td>
<td>Variable</td>
<td>Lessee</td>
<td>Lessee pays immediately</td>
</tr>
<tr>
<td>Penalties for late tax payments</td>
<td>5% per month of unpaid tax</td>
<td>Lessee</td>
<td>Lessee pays penalties and interest</td>
</tr>
</table>

This table summarises the tax liabilities, the responsible party, and the remedy for each scenario. The tax liability for the sale or transfer of an aircraft is 10% of its value, and the Lessor is responsible for paying this tax, with the Lessee indemnifying the Lessor. International customs duties are variable and the responsibility falls on the Lessee, who must pay immediately. Penalties for late tax payments are 5% per month of the unpaid tax, and the Lessee is responsible for paying these penalties and any accompanying interest.

I hope this information is helpful. If you have any further questions or need clarification on any aspect of tax indemnities in aircraft lease agreements, please don't hesitate to ask.",Tabular
contract sample-3.pdf,What conditions must the Aircraft meet upon return after the Lease expiration or termination?,"Aircraft Return Checklist: Upon the expiration or termination of the Lease, the Aircraft must
meet the following conditions for return:
Component Condition Required Documentation Notes
Airframe No major damage,
routine wear
Last 2 years of maintenance
logs
Maintenance logs must be
up to date
Engines Mid-life status, no
major defects
Engine overhaul records Engines must meet
performance criteria
Avionics Fully functional Latest software updates,
calibration records
Avionics should be up-todate and calibrated
Interior Normal wear and
tear acceptable
Cabin refurbishment records Lessee responsible for
major damage
Exterior Repainted, no
structural damage
Inspection and repaint
certificates
Paint must be in good
condition",18,Yes," Upon the expiration or termination of the lease, the aircraft must meet certain conditions for return. These conditions include:

1. Airframe: No major damage, routine wear. Last 2 years of maintenance logs must be provided, and maintenance logs must be up to date.
2. Engines: Mid-life status, no major defects. Engine overhaul records must be provided, and engines must meet performance criteria.
3. Avionics: Fully functional. Latest software updates and calibration records must be provided.
4. Interior: Normal wear and tear acceptable. Cabin refurbishment records must be provided, and the lessee is responsible for major damage.
5. Exterior: Repainted, no structural damage. Inspection and repaint certificates must be provided.

Additionally, the lessee must:

1. Provide complete maintenance records for the aircraft, engines, and components, including proof of compliance with all applicable ADs and SBS.
2. Return the aircraft in the lessee's livery (if approved by the lessor) or repainted in a neutral color agreed upon by both parties.
3. Return the aircraft with all original equipment and configuration as at the time of delivery.
4. Replace any missing equipment or components at its own expense prior to return.
5. Ensure all major components, including engines, APU, and landing gear, are within the operational limits specified by the OEM.
6. Return the aircraft with no engine or APU exceeding 10% of its allowable time between overhaul (TBO).
7. Replace any components that are beyond the allowed operational limits with parts of equal or better value.
8. Return the aircraft with a minimum fuel quantity sufficient for the ferry flight to the agreed return location.
9. Return the aircraft to the lessor's designated location, which shall be agreed upon in writing.
10. Allow the lessor to conduct or observe a post-return test flight to verify the condition of the aircraft.
11. Comply with all airworthiness directives (ADs) and service bulletins (SBs) issued by the relevant aviation authorities.

The lessee also covenants that it will not allow the aircraft to become subject to any adverse legal process due to its activities and will immediately notify the lessor and take all necessary actions to release the aircraft if it is impounded, seized, or detained by any government authority due to the lessee's actions or omissions. The lessee agrees to indemnify the lessor for any costs, losses, or damages incurred as a result and shall secure the release of the aircraft at its own expense.",Yes," Upon the expiration or termination of the lease, the aircraft must meet certain conditions for return as outlined in the Aircraft Return Checklist. This includes the airframe having no major damage and routine wear, with the last 2 years of maintenance logs being up to date. Engines must be at mid-life status with no major defects, and engine overhaul records must be provided. Avionics must be fully functional with the latest software updates and calibration records. The interior should be in normal wear and tear condition, and cabin refurbishment records must be provided. The exterior must be repainted and in good condition with no structural damage, with inspection and repaint certificates being required.

Additionally, the aircraft must be returned with all original equipment and configuration as at the time of delivery, including avionics systems, seats and interior components, and operational safety equipment. Any missing equipment or components must be replaced by the lessee prior to return. The engines must be in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles. The airframe and engines must have no more than the specified remaining operating limits. The interior must be in good condition, clean, and free from any damage beyond normal wear and tear. All scheduled maintenance due during the lease term must be completed before the aircraft is returned, with no overdue items or deferred maintenance tasks outstanding. The aircraft must comply with all airworthiness directives and service bulletins issued by the relevant aviation authorities.

The aircraft shall be returned with a minimum fuel quantity sufficient for the ferry flight to the agreed return location, and all necessary hydraulic, oil, and other fluids must be at operational levels. The aircraft shall be returned to the lessor's designated location, which shall be agreed upon in writing. The lessor shall have the right to conduct or observe a post-return test flight to verify the condition of the aircraft, and a comprehensive physical and records inspection will be conducted prior to acceptance of the returned aircraft.",Descriptive
contract sample-3.pdf,What documentation is required for the airframe condition?,Last 2 years of maintenance logs,18,Yes," To answer your query, the documentation required for the airframe condition, given that there is no major damage and only routine wear, includes the last 2 years of maintenance logs. It is important that these logs are up to date.",Yes," To answer your query, the documentation required for the airframe condition, as per the table provided, includes the last 2 years of maintenance logs. It is important to note that maintenance logs must be up to date.",Specific/Factual
contract sample-3.pdf,What is the acceptable condition for the engines upon return?,"Mid-life status, no major defects",18,Yes," The engines must be in mid-life status with no major defects. They should meet the performance criteria and have engine overhaul records. Engines should have no major repairs required for at least 1,500 hours or 750 cycles and should not exceed 10% of their allowable time between overhauls (TBO). If components are beyond the allowed operational limits, the Lessee must replace them with parts of equal or better value before returning the aircraft.",Yes," The acceptable condition for the engines upon return is mid-life status with no major defects. They must have no major repairs required for at least 1,500 hours or 750 cycles and meet performance criteria. Engine overhaul records are required.

The Aircraft must be returned with a minimum fuel quantity for the ferry flight, all necessary fluids at operational levels, and no major damage or structural damage. The Lessee must provide complete maintenance records for the Aircraft, engines, and components, including proof of compliance with all applicable ADs and SBS. The paint must be free of significant defects and either in the Lessee's livery (if approved by the Lessor) or repainted in a neutral colour agreed upon by both parties. The Aircraft must be returned to the Lessor's designated location, and a comprehensive physical and records inspection will be conducted before acceptance. Any missing equipment or components must be replaced by the Lessee before return. All major components, including engines, APU, and landing gear, must be within the operational limits specified by the OEM. The interior must be in good condition, clean, and free from any damage beyond normal wear and tear. All scheduled maintenance due during the Lease Term must be completed before the Aircraft is returned, with no overdue items or deferred maintenance tasks outstanding. The Aircraft must comply with all airworthiness directives (ADs) and service bulletins (SBs) issued by the relevant aviation authorities.",Descriptive
contract sample-3.pdf,What records must be provided for the engines?,Engine overhaul records,18,Yes, The lessee is required to provide engine overhaul records for the engines to ensure they are in mid-life status with no major defects and meet performance criteria.,Yes, The required documentation for engine condition in an aircraft lease agreement includes engine overhaul records. Engines must be in mid-life status with no major defects and must meet performance criteria.,Specific/Factual
contract sample-3.pdf,What condition should the avionics be in when returning the Aircraft?,Fully functional,18,Yes, The avionics should be fully functional upon returning the Aircraft. The Lessee is required to provide the latest software updates and calibration records.,Yes, The avionics should be fully functional and up-to-date with the latest software updates and calibration records upon returning the aircraft.,Descriptive
contract sample-3.pdf,What documentation is needed for the avionics?,"Latest software updates, calibration records",18,Yes," For the avionics component of an aircraft, the required documentation includes the latest software updates and calibration records. It is essential that the avionics are up-to-date and calibrated for the aircraft to be in good working condition.",Yes," For the avionics component, the required documentation includes the latest software updates and calibration records. It is important that the avionics are up-to-date and calibrated.",Specific/Factual
contract sample-3.pdf,What is the acceptable condition for the interior of the Aircraft?,Normal wear and tear acceptable,18,Yes, The acceptable condition for the interior of the aircraft is normal wear and tear. The lessee is responsible for major damages. Required documentation includes cabin refurbishment records.,Yes, The acceptable condition for the interior of the aircraft is normal wear and tear. The lessee is responsible for major damages. Required documentation includes cabin refurbishment records.,Descriptive
contract sample-3.pdf,Who is responsible for major damage to the interior?,Lessee responsible for major damage,18,Yes, The lessee is responsible for major damage to the interior of the aircraft. The required documentation for the interior includes cabin refurbishment records.,Yes, The lessee is responsible for major damage to the interior of the aircraft. Required documentation includes cabin refurbishment records.,Specific/Factual
contract sample-3.pdf,What condition must the exterior of the Aircraft meet upon return?,"Repainted, no structural damage",18,Yes, The exterior of the aircraft must be repainted and in good condition with no structural damage upon return. The lessee is required to provide inspection and repaint certificates as evidence.,Yes, The exterior of the aircraft must be repainted and in good condition upon return. There should be no structural damage. The paint must be free of significant defects such as peeling or chipping. The Lessee is responsible for any custom branding removal and the cost of repainting if not returning the aircraft in their livery.,Descriptive
contract sample-3.pdf,What documentation must be provided for the exterior condition?,Inspection and repaint certificates,18,Yes," To answer your query, the documentation required for the exterior condition of an aircraft includes inspection and repaint certificates to confirm that the aircraft has been repainted and is free of structural damage, with the paint in good condition.",Yes, The documentation required for the exterior condition of an aircraft includes inspection and repaint certificates to ensure the paint is in good condition and free of significant defects. These certificates must be provided when the aircraft is returned to the lessor.,Specific/Factual
contract sample-3.pdf,What records must the Lessee return along with the Aircraft?," Along with the Aircraft, the Lessee must return the following
records:
Document Description Required Format
Flight Logs All flights during the lease period Digital and Hard
Copy
Maintenance Records Complete maintenance history during the
Lease Term
Digital and Hard
Copy
Certificates of
Airworthiness
Latest issued by FAA and/or EASA Original Copy
Engine Performance
Reports
Last 5 engine performance cycles Digital Copy
Insurance Policies Proof of all insurance coverage during the
Lease Term
Certified Copy",18,Yes," The Lessee is required to return various records along with the aircraft at the end of the lease term. These records include flight logs, maintenance records, certificates of airworthiness, engine performance reports, and insurance policies. The aircraft must also meet certain conditions for return, such as no major damage to the airframe, engines in mid-life status with no major defects, fully functional avionics, acceptable interior condition, and repainted exterior with no structural damage. The Lessee is also responsible for providing complete maintenance records for the aircraft, engines, and components, and for repainting the aircraft in a neutral colour or the Lessee's livy (if approved by the Lessor). The paint must be in good condition, free of significant defects. The aircraft must also be returned with all original equipment and configuration as at the time of delivery. Any missing items must be replaced by the Lessee prior to return. Engines and major components must be in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles.",Yes," The Lessee is required to return several documents along with the aircraft at the end of the lease term. These documents include:

1. Flight Logs: All flights during the lease period in both digital and hard copy formats.
2. Maintenance Records: Complete maintenance history during the lease term in digital and hard copy formats.
3. Certificates of Airworthiness: The latest issued certificate by the Federal Aviation Administration (FAA) and/or European Aviation Safety Agency (EASA) in original copy.
4. Engine Performance Reports: The last 5 engine performance cycles in digital copy.
5. Insurance Policies: Proof of all insurance coverage during the lease term in certified copy.

Additionally, the Lessee is responsible for returning the aircraft in good condition. The airframe should have no major damage and routine wear, engines should be at mid-life status with no major defects, avionics should be fully functional with the latest software updates and calibration records, the interior should have normal wear and tear, and the exterior should be repainted with no structural damage. The Lessee is also responsible for providing complete maintenance records for the aircraft, engines, and components, including proof of compliance with all applicable Airworthiness Directives (ADs) and Service Bulletins (SBS). The aircraft must be returned with all original equipment and configuration as at the time of delivery. Any missing equipment or components must be replaced by the Lessee prior to return. Engines must be in good operating condition, with no major repairs required for at least 1,500 hours or 750 cycles.",Descriptive
contract sample-3.pdf,In what formats must the flight logs be returned?,Digital and Hard Copy,18,Yes, The lessee is required to return the flight logs in both digital and hard copy formats upon the expiration or termination of the lease.,Yes, The lessee is required to return the flight logs in both digital and hard copy formats upon the expiration or termination of the lease.,Specific/Factual
contract sample-3.pdf,What documentation provides the complete maintenance history during the Lease Term?,Maintenance Records,18,Yes, The lessee is required to return complete maintenance records during the lease term in both digital and hard copy formats. These records should include the entire maintenance history of the aircraft during the lease period.,Yes," The Lessee is required to return complete maintenance records during the lease term in both digital and hard copy formats. These records should detail all repairs, inspections, and modifications made to the aircraft, and must be up-to-date.",Specific/Factual
contract sample-3.pdf,What is required for the certificates of airworthiness?,Latest issued by FAA and/or EASA,18,No," To answer your query, the certificates of airworthiness required for an aircraft lease agreement include the Certificate of Airworthiness issued by the Civil Aviation Authority of Singapore (CAAS) and the Federal Aviation Administration (FAA), as well as maintenance logs, service records, weight and balance records, and a damage history report (if any). All documents must be up-to-date and verified by both parties prior to delivery. The Lessee also has the right to conduct a pre-delivery inspection of the Aircraft, including a review of all records and a physical inspection by its technical team or a third-party expert, within 5 business days prior to the scheduled Delivery Date. If the Aircraft does not meet the agreed delivery conditions, the Lessee may refuse acceptance until necessary repairs or adjustments are made. The Aircraft shall be delivered in the Lessor's standard livery or as otherwise specified in the Agreement, and the Lessee may request custom paint or branding at its own expense, with the Lessor's prior approval. Requests for custom paint must be made no later than 30 days prior to the Delivery Date.",Yes," To answer your query, the certificates of airworthiness required for an aircraft lease agreement include the Certificate of Airworthiness issued by the Civil Aviation Authority of Singapore (CAAS) and the Federal Aviation Administration (FAA), as well as maintenance logs, service records, weight and balance records, and damage history reports (if any). These documents must be up-to-date and verified by both parties prior to delivery. The Lessee also has the right to conduct a pre-delivery inspection of the Aircraft, including a review of all records and a physical inspection by its technical team or a third-party expert, within 5 business days prior to the scheduled Delivery Date. If the Aircraft does not meet the agreed delivery conditions, the Lessee may refuse acceptance until necessary repairs or adjustments are made. The Aircraft shall be delivered in the Lessor's standard livery or as otherwise specified in the Agreement, and the Lessee may request custom paint or branding at its own expense, with the Lessor's prior approval. Requests for custom paint must be made no later than 30 days prior to the Delivery Date.",Specific/Factual
contract sample-3.pdf,How many engine performance cycles should be reported upon return?,Last 5 engine performance cycles,18,Yes, The Lessee is required to return engine performance reports for the last 5 engine performance cycles.,No," The engines should be returned with at least 1,500 flight hours or 750 cycles remaining before the next major overhaul is required. (Refer to the ""Airframe and Engine Hours/Cycles Provision"" section in the text provided.)",Numerical
contract sample-3.pdf,What proof of insurance coverage is needed during the Lease Term?,Proof of all insurance coverage during the Lease Term,18,Yes," The Lessee is required to provide proof of insurance coverage throughout the lease term, including certificates of insurance, policy endorsements, renewal certificates, and notice of claims. The insurance policies must cover hull all-risk and operational risks, with the Lessee maintaining hull all-risk insurance for the full replacement value of the aircraft and operational insurance covering hull, war risk, third-party liability, and passenger liability. The Lessee must also name the Lessor as an additional insured and loss payee, and provide certificates of insurance demonstrating compliance with the agreement. In the event of a claim, the Lessee must promptly notify the Lessor and cooperate in the claims process. The Lessee is also responsible for maintaining full operational control of the aircraft and operating it for lawful purposes.",Yes," During the lease term, the lessee is required to provide proof of insurance coverage for the aircraft, engines, and components. This insurance coverage should be in accordance with the terms and conditions outlined in the lease agreement.",Specific/Factual
